Institution Name,Students enrolled exclusively in distance education courses (EF2018A_DIST  Undergraduate total),Students enrolled in some but not all distance education courses (EF2018A_DIST  Undergraduate total),Student not enrolled in any distance education courses (EF2018A_DIST  Undergraduate total),Students enrolled exclusively in distance education courses (EF2018A_DIST  Graduate),Students enrolled in some but not all distance education courses (EF2018A_DIST  Graduate),Student not enrolled in any distance education courses (EF2018A_DIST  Graduate),Students enrolled exclusively in distance education courses (EF2017A_DIST_RV  Undergraduate total),Students enrolled in some but not all distance education courses (EF2017A_DIST_RV  Undergraduate total),Student not enrolled in any distance education courses (EF2017A_DIST_RV  Undergraduate total),Students enrolled exclusively in distance education courses (EF2017A_DIST_RV  Graduate),Students enrolled in some but not all distance education courses (EF2017A_DIST_RV  Graduate),Student not enrolled in any distance education courses (EF2017A_DIST_RV  Graduate),Students enrolled exclusively in distance education courses (EF2016A_DIST_RV  Undergraduate total),Students enrolled in some but not all distance education courses (EF2016A_DIST_RV  Undergraduate total),Student not enrolled in any distance education courses (EF2016A_DIST_RV  Undergraduate total),Students enrolled exclusively in distance education courses (EF2016A_DIST_RV  Graduate),Students enrolled in some but not all distance education courses (EF2016A_DIST_RV  Graduate),Student not enrolled in any distance education courses (EF2016A_DIST_RV  Graduate),Students enrolled exclusively in distance education courses (EF2015A_DIST_RV  Undergraduate total),Students enrolled in some but not all distance education courses (EF2015A_DIST_RV  Undergraduate total),Student not enrolled in any distance education courses (EF2015A_DIST_RV  Undergraduate total),Students enrolled exclusively in distance education courses (EF2015A_DIST_RV  Graduate),Students enrolled in some but not all distance education courses (EF2015A_DIST_RV  Graduate),Student not enrolled in any distance education courses (EF2015A_DIST_RV  Graduate),Students enrolled exclusively in distance education courses (EF2014A_DIST_RV  Undergraduate total),Students enrolled in some but not all distance education courses (EF2014A_DIST_RV  Undergraduate total),Student not enrolled in any distance education courses (EF2014A_DIST_RV  Undergraduate total),Students enrolled exclusively in distance education courses (EF2014A_DIST_RV  Graduate),Students enrolled in some but not all distance education courses (EF2014A_DIST_RV  Graduate),Student not enrolled in any distance education courses (EF2014A_DIST_RV  Graduate),Students enrolled exclusively in distance education courses (EF2013A_DIST_RV  Undergraduate total),Students enrolled in some but not all distance education courses (EF2013A_DIST_RV  Undergraduate total),Student not enrolled in any distance education courses (EF2013A_DIST_RV  Undergraduate total),Students enrolled exclusively in distance education courses (EF2013A_DIST_RV  Graduate),Students enrolled in some but not all distance education courses (EF2013A_DIST_RV  Graduate),Student not enrolled in any distance education courses (EF2013A_DIST_RV  Graduate),Students enrolled exclusively in distance education courses (EF2012A_DIST_RV  Undergraduate total),Students enrolled in some but not all distance education courses (EF2012A_DIST_RV  Undergraduate total),Student not enrolled in any distance education courses (EF2012A_DIST_RV  Undergraduate total),Students enrolled exclusively in distance education courses (EF2012A_DIST_RV  Graduate),Students enrolled in some but not all distance education courses (EF2012A_DIST_RV  Graduate),Student not enrolled in any distance education courses (EF2012A_DIST_RV  Graduate)
Transformed Barber and Cosmetology Academy,NA,NA,42,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,78,NA,NA,NA,0,0,81,NA,NA,NA,0,0,105,NA,NA,NA,0,0,106,NA,NA,NA
Transitions Career Institute School of Nursing,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Transylvania University,NA,NA,987,NA,NA,NA,NA,NA,966,NA,NA,NA,NA,NA,963,NA,NA,NA,NA,NA,1053,NA,NA,NA,NA,NA,1014,NA,NA,NA,NA,NA,1082,NA,NA,NA,NA,NA,1074,NA,NA,NA
Travel Institute of the Pacific,NA,NA,66,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,71,NA,NA,NA,0,0,153,NA,NA,NA,0,0,188,NA,NA,NA,0,0,190,NA,NA,NA
Traviss Technical College,NA,NA,296,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,407,NA,NA,NA,NA,NA,443,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,446,NA,NA,NA,NA,NA,412,NA,NA,NA
Traxlers School of Hair,NA,NA,47,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,39,NA,NA,NA,0,0,41,NA,NA,NA,0,0,31,NA,NA,NA,0,0,35,NA,NA,NA
Treasure Coast Technical College,NA,NA,72,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treasure Valley Community College,260,677,929,NA,NA,NA,224,503,1066,NA,NA,NA,289,805,923,NA,NA,NA,236,562,1372,NA,NA,NA,249,538,1609,NA,NA,NA,207,719,1517,NA,NA,NA,260,486,1942,NA,NA,NA
Trend Barber College,NA,NA,92,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trend Barber College,NA,NA,100,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,109,NA,NA,NA,0,0,196,NA,NA,NA,0,0,234,NA,NA,NA
Trend Setters' Academy of Beauty Culture-Elizabethtown,NA,NA,22,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,46,NA,NA,NA,0,0,69,NA,NA,NA,0,0,48,NA,NA,NA,0,0,70,NA,NA,NA
Trend Setters' Academy of Beauty Culture-Louisville,NA,NA,36,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,130,NA,NA,NA
Trend Setters' Academy of Beauty Culture-Louisville,NA,NA,36,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,121,NA,NA,NA
Trendsetters School of Beauty & Barbering,NA,NA,52,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,32,NA,NA,NA,0,0,30,NA,NA,NA,0,0,36,NA,NA,NA,0,0,40,NA,NA,NA
Trenz Beauty Academy,NA,NA,103,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,60,NA,NA,NA,0,0,54,NA,NA,NA,0,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevecca Nazarene University,561,224,1526,827,35,754,461,179,1579,695,22,684,341,10,1741,476,16,637,135,21,1675,131,77,601,73,18,1586,169,0,760,19,27,1446,137,0,777,27,28,1412,98,48,859
Tri County Regional Vocational Technical High School,NA,NA,59,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,68,NA,NA,NA
Tri-Community Adult Education,NA,NA,268,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tri-County Adult Career Center,NA,NA,51,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,138,NA,NA,NA
Tri-County Beauty Academy,NA,NA,16,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,20,NA,NA,NA,0,0,19,NA,NA,NA,0,0,14,NA,NA,NA,0,0,20,NA,NA,NA
Tri-County Community College,370,373,220,NA,NA,NA,407,329,290,NA,NA,NA,400,437,289,NA,NA,NA,448,465,169,NA,NA,NA,470,433,370,NA,NA,NA,527,430,455,NA,NA,NA,452,617,417,NA,NA,NA
Tri-County Technical College,532,1603,3947,NA,NA,NA,543,2053,3473,NA,NA,NA,482,1980,3632,NA,NA,NA,467,1974,3687,NA,NA,NA,466,1922,3998,NA,NA,NA,486,1862,4205,NA,NA,NA,460,2021,4141,NA,NA,NA
Tri-Rivers Career Center,NA,NA,207,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,147,NA,NA,NA
Tri-State Barber College,NA,NA,19,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tri-State Bible College,1,7,37,0,0,6,0,3,32,0,0,4,0,3,35,0,0,5,4,8,37,NA,NA,3,8,8,51,NA,NA,NA,5,16,38,NA,NA,NA,5,9,46,NA,NA,NA
Tri-State College of Acupuncture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,108
Tri-State Cosmetology Institute,NA,NA,159,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,158,NA,NA,NA,0,0,173,NA,NA,NA,0,0,144,NA,NA,NA,0,0,184,NA,NA,NA
Tri-State Institute of Hair Design,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,38,NA,NA,NA,0,0,56,NA,NA,NA,0,0,39,NA,NA,NA,0,0,32,NA,NA,NA
Triangle Tech Inc-Bethlehem,NA,NA,134,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,130,NA,NA,NA
Triangle Tech Inc-Dubois,NA,NA,111,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,172,NA,NA,NA
Triangle Tech Inc-Erie,NA,NA,15,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,85,NA,NA,NA
Triangle Tech Inc-Greensburg,NA,NA,120,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,165,NA,NA,NA
Triangle Tech Inc-Pittsburgh,NA,NA,149,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,226,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,266,NA,NA,NA
Triangle Tech Inc-Sunbury,NA,NA,78,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,108,NA,NA,NA
Tricoci University of Beauty Culture-Bridgeview,NA,NA,270,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA,214,NA,NA,NA,NA,NA,162,NA,NA,NA,0,0,176,NA,NA,NA,0,0,165,NA,NA,NA,NA,NA,173,NA,NA,NA
Tricoci University of Beauty Culture-Chicago NE,NA,NA,85,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,73,NA,NA,NA,0,0,89,NA,NA,NA,0,0,84,NA,NA,NA,NA,NA,82,NA,NA,NA
Tricoci University of Beauty Culture-Chicago NW,NA,NA,190,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,172,NA,NA,NA,0,0,196,NA,NA,NA,0,0,177,NA,NA,NA,NA,NA,190,NA,NA,NA
Tricoci University of Beauty Culture-Danville,NA,NA,46,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,27,NA,NA,NA,0,0,42,NA,NA,NA,0,0,58,NA,NA,NA,0,0,54,NA,NA,NA
Tricoci University of Beauty Culture-Elgin,NA,NA,100,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tricoci University of Beauty Culture-Glendale Heights,NA,NA,71,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,92,NA,NA,NA,0,0,138,NA,NA,NA,0,0,133,NA,NA,NA,NA,NA,105,NA,NA,NA
Tricoci University of Beauty Culture-Highland,NA,NA,203,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,236,NA,NA,NA,NA,NA,181,NA,NA,NA,0,0,223,NA,NA,NA,0,0,182,NA,NA,NA,NA,NA,161,NA,NA,NA
Tricoci University of Beauty Culture-Indianapolis,NA,NA,217,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,103,NA,NA,NA,0,0,111,NA,NA,NA,0,0,111,NA,NA,NA,NA,NA,124,NA,NA,NA
Tricoci University of Beauty Culture-Janesville,NA,NA,58,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tricoci University of Beauty Culture-Lafayette,NA,NA,104,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,85,NA,NA,NA,0,0,88,NA,NA,NA,0,0,82,NA,NA,NA,NA,NA,63,NA,NA,NA
